Date,Open,High,Low,Close,Volume,Adj Close 
2009-10-29,1043.69,1066.83,1043.69,1066.11,4844492100.0,1066.11
2009-10-28,1061.51,1063.26,1042.19,1042.63,5510256900.0,1042.63
2009-10-27,1067.54,1072.48,1060.62,1063.41,4546349900.0,1063.41
2009-10-26,1080.36,1091.75,1065.23,1066.95,4838816600.0,1066.95
2009-10-23,1095.62,1095.83,1075.49,1079.6,4382316400.0,1079.6
2009-10-22,1080.96,1095.21,1074.31,1092.91,4633428600.0,1092.91
2009-10-21,1090.36,1101.36,1080.77,1081.4,5028912000.0,1081.4
2009-10-20,1098.64,1098.64,1086.16,1091.06,4741664300.0,1091.06
2009-10-19,1088.22,1100.17,1086.48,1097.91,4125491100.0,1097.91
2009-10-16,1094.67,1094.67,1081.53,1087.68,4488577600.0,1087.68
2009-10-15,1090.36,1096.56,1086.41,1096.56,4810676400.0,1096.56
2009-10-14,1078.68,1093.17,1078.68,1092.02,4869049200.0,1092.02
2009-10-13,1074.96,1075.3,1066.71,1073.19,3950865400.0,1073.19
2009-10-12,1071.63,1079.46,1071.63,1076.19,3229343600.0,1076.19
2009-10-09,1065.28,1071.51,1063.0,1071.49,3283378400.0,1071.49
2009-10-08,1060.03,1070.67,1060.03,1065.48,4243961700.0,1065.48
2009-10-07,1053.65,1058.02,1050.1,1057.58,3619865700.0,1057.58
2009-10-06,1042.02,1060.55,1042.02,1054.72,4435792800.0,1054.72
2009-10-05,1026.87,1042.58,1025.92,1040.46,3868683400.0,1040.46
2009-10-02,1029.71,1030.6,1019.95,1025.21,4923267500.0,1025.21
2009-10-01,1054.91,1054.91,1029.45,1029.85,5363726600.0,1029.85
2009-09-30,1061.02,1063.4,1046.47,1057.08,5858960300.0,1057.08
2009-09-29,1063.69,1069.62,1057.83,1060.61,4320627800.0,1060.61
2009-09-28,1045.38,1065.13,1045.38,1062.98,3308458300.0,1062.98
2009-09-25,1049.48,1053.47,1041.17,1044.38,4028638500.0,1044.38
2009-09-24,1062.56,1066.29,1045.85,1050.78,4764740300.0,1050.78
2009-09-23,1072.69,1080.15,1060.39,1060.87,4908642100.0,1060.87
2009-09-22,1066.35,1073.81,1066.35,1071.66,4934420600.0,1071.66
2009-09-21,1067.14,1067.28,1057.46,1064.66,4362194600.0,1064.66
2009-09-18,1066.6,1071.52,1064.27,1068.3,6178674100.0,1068.3
2009-09-17,1067.87,1074.77,1061.2,1065.49,5794963400.0,1065.49
2009-09-16,1053.99,1068.76,1052.87,1068.76,6016760600.0,1068.76
2009-09-15,1049.03,1056.04,1043.42,1052.63,5605083000.0,1052.63
2009-09-14,1040.15,1049.74,1035.0,1049.34,4555565300.0,1049.34
2009-09-11,1043.92,1048.18,1038.4,1042.73,4217193900.0,1042.73
2009-09-10,1032.99,1044.14,1028.04,1044.14,5035422400.0,1044.14
2009-09-09,1025.36,1036.34,1023.97,1033.37,4568885500.0,1033.37
2009-09-08,1018.67,1026.07,1018.67,1025.39,4708604400.0,1025.39
2009-09-04,1003.84,1016.48,1001.65,1016.4,3659957200.0,1016.4
2009-09-03,996.12,1003.43,992.25,1003.24,4209978200.0,1003.24
2009-09-02,996.07,1000.34,991.97,994.75,5222472400.0,994.75
2009-09-01,1019.52,1028.45,996.28,998.04,6466384600.0,998.04
2009-08-31,1025.21,1025.21,1014.62,1020.62,5141831600.0,1020.62
2009-08-28,1031.62,1039.47,1023.13,1028.93,5880431900.0,1028.93
2009-08-27,1027.81,1033.33,1016.2,1030.98,5212910700.0,1030.98
2009-08-26,1027.35,1032.47,1021.57,1028.12,4429095900.0,1028.12
2009-08-25,1026.63,1037.75,1026.21,1028.0,5252798400.0,1028.0
2009-08-24,1026.59,1035.82,1022.48,1025.57,5813878400.0,1025.57
2009-08-21,1009.06,1027.59,1009.06,1026.13,5480636200.0,1026.13
2009-08-20,996.41,1008.92,996.39,1007.37,4507525700.0,1007.37
2009-08-19,986.88,999.61,980.62,996.46,3834839800.0,996.46
2009-08-18,980.62,991.2,980.62,989.67,3733706000.0,989.67
2009-08-17,998.18,998.18,978.51,979.73,4534794700.0,979.73
2009-08-14,1012.23,1012.6,994.6,1004.09,4535274400.0,1004.09
2009-08-13,1005.86,1013.14,1000.82,1012.73,4735407200.0,1012.73
2009-08-12,994.0,1012.78,993.36,1005.81,5095491700.0,1005.81
2009-08-11,1005.77,1005.77,992.4,994.35,5410391500.0,994.35
2009-08-10,1008.89,1010.12,1000.99,1007.1,4964380100.0,1007.1
2009-08-07,999.83,1018.0,999.83,1010.48,6517909500.0,1010.48
2009-08-06,1004.06,1008.0,992.49,997.08,6123006200.0,997.08
2009-08-05,1005.41,1006.64,994.31,1002.72,7507004900.0,1002.72
2009-08-04,1001.41,1007.12,996.68,1005.65,4976218300.0,1005.65
2009-08-03,990.22,1003.61,990.22,1002.63,4921314800.0,1002.63
2009-07-31,986.8,993.18,982.85,987.48,5061491000.0,987.48
2009-07-30,976.01,996.68,976.01,986.75,5619174900.0,986.75
2009-07-29,977.66,977.76,968.65,975.15,4870938900.0,975.15
2009-07-28,981.48,982.35,969.35,979.62,4893167400.0,979.62
2009-07-27,978.63,982.49,972.29,982.18,4194345900.0,982.18
2009-07-24,972.16,979.79,965.95,979.26,3950233700.0,979.26
2009-07-23,954.07,979.42,953.27,976.29,5425539400.0,976.29
2009-07-22,953.4,959.83,947.75,954.07,4504248300.0,954.07
2009-07-21,951.97,956.53,943.22,954.58,4670552200.0,954.58
2009-07-20,942.07,951.62,940.99,951.13,4422337600.0,951.13
2009-07-17,940.56,941.89,934.65,940.38,4724359200.0,940.38
2009-07-16,930.17,943.96,927.45,940.74,4549352400.0,940.74
2009-07-15,910.15,933.95,910.15,932.68,5065106800.0,932.68
2009-07-14,900.77,905.84,896.5,905.84,3777244100.0,905.84
2009-07-13,879.57,901.05,875.32,901.05,4245822300.0,901.05
2009-07-10,880.03,883.57,872.81,879.13,3429615900.0,879.13
2009-07-09,881.28,887.86,878.45,882.68,3785304000.0,882.68
2009-07-08,881.9,886.8,869.32,879.56,5279975400.0,879.56
2009-07-07,898.6,898.6,879.93,881.03,4047291600.0,881.03
2009-07-06,894.27,898.72,886.36,898.72,4042619900.0,898.72
2009-07-02,921.24,921.24,896.42,896.42,3429552800.0,896.42
2009-07-01,920.82,931.92,920.82,923.33,3510618300.0,923.33
2009-06-30,927.15,930.01,912.86,919.32,4332679900.0,919.32
2009-06-29,919.86,927.99,916.18,927.23,3552674200.0,927.23
2009-06-26,918.84,922.0,913.03,918.9,4697575600.0,918.9
2009-06-25,899.45,921.42,896.27,920.26,4264046300.0,920.26
2009-06-24,896.31,910.85,896.31,900.94,4128958900.0,900.94
2009-06-23,893.46,898.69,888.86,895.1,4342724900.0,895.1
2009-06-22,918.13,918.13,893.04,893.04,4553730900.0,893.04
2009-06-19,919.96,927.09,915.8,921.23,5453528300.0,921.23
2009-06-18,910.86,921.93,907.94,918.37,4021127200.0,918.37
2009-06-17,911.89,918.44,903.78,910.71,4885676200.0,910.71
2009-06-16,925.6,928.0,911.6,911.97,4188895800.0,911.97
2009-06-15,942.45,942.45,919.65,923.72,3982418000.0,923.72
2009-06-12,943.44,946.3,935.66,946.21,3889647800.0,946.21
2009-06-11,939.04,956.23,939.04,944.89,4715938800.0,944.89
2009-06-10,942.73,949.77,927.97,939.15,4353681600.0,939.15
2009-06-09,940.35,946.92,936.15,942.43,3813282700.0,942.43
2009-06-08,938.12,946.33,926.44,939.14,3850609100.0,939.14
2009-06-05,945.67,951.69,934.13,940.09,4469935200.0,940.09
2009-06-04,932.49,942.47,929.32,942.46,4620537100.0,942.46
2009-06-03,942.51,942.51,923.85,931.76,4394037200.0,931.76
2009-06-02,942.87,949.38,938.46,944.74,5085294400.0,944.74
2009-06-01,923.26,947.77,923.26,942.87,5296940700.0,942.87
2009-05-29,907.02,920.02,903.56,919.14,4938328900.0,919.14
2009-05-28,892.96,909.45,887.6,906.83,4655445000.0,906.83
2009-05-27,909.95,913.84,891.87,893.06,4698419000.0,893.06
2009-05-26,887.0,911.76,881.46,910.33,4734109900.0,910.33
2009-05-22,888.68,896.65,883.75,887.0,3661378100.0,887.0
2009-05-21,900.42,900.42,879.61,888.33,5189757900.0,888.33
2009-05-20,908.62,924.6,901.37,903.47,5710682600.0,903.47
2009-05-19,909.67,916.39,905.22,908.13,4554977800.0,908.13
2009-05-18,886.07,910.0,886.07,909.71,4714665200.0,909.71
2009-05-15,892.76,896.97,878.94,882.88,4493369400.0,882.88
2009-05-14,884.24,898.36,882.52,893.07,4997073100.0,893.07
2009-05-13,905.4,905.4,882.8,883.92,5900785700.0,883.92
2009-05-12,910.52,915.57,896.46,908.35,5857539000.0,908.35
2009-05-11,913.82,922.99,908.68,909.24,5348892800.0,909.24
2009-05-08,909.03,930.17,909.03,929.23,7327330400.0,929.23
2009-05-07,919.58,929.58,901.36,907.39,8096183000.0,907.39
2009-05-06,903.95,920.28,903.95,919.53,7214038300.0,919.53
2009-05-05,906.1,907.7,897.34,903.8,5510325400.0,903.8
2009-05-04,879.21,907.85,879.21,907.24,5802763000.0,907.24
2009-05-01,872.74,880.48,866.1,877.52,4339919200.0,877.52
2009-04-30,876.59,888.7,868.51,872.81,5734206800.0,872.81
2009-04-29,856.85,882.06,856.85,873.64,5130360200.0,873.64
2009-04-28,854.48,864.48,847.12,855.16,4564752000.0,855.16
2009-04-27,862.82,868.83,854.65,857.51,4617487400.0,857.51
2009-04-24,853.91,871.8,853.91,866.23,6127885700.0,866.23
2009-04-23,844.62,852.87,835.45,851.92,5749916700.0,851.92
2009-04-22,847.26,861.78,840.57,843.55,6549264600.0,843.55
2009-04-21,831.25,850.09,826.83,850.08,6648246800.0,850.08
2009-04-20,868.27,868.27,832.39,832.39,6853384600.0,832.39
2009-04-17,865.18,875.63,860.87,869.6,6531459700.0,869.6
2009-04-16,854.54,870.35,847.04,865.3,5603078200.0,865.3
2009-04-15,839.44,852.93,835.58,852.06,5512594600.0,852.06
2009-04-14,856.88,856.88,840.25,841.5,6725942000.0,841.5
2009-04-13,855.33,864.31,845.35,858.73,5664789800.0,858.73
2009-04-09,829.29,856.91,829.29,856.56,6609740500.0,856.56
2009-04-08,816.76,828.42,814.84,825.16,4635451000.0,825.16
2009-04-07,834.12,834.12,814.53,815.55,4366715200.0,815.55
2009-04-06,839.75,839.75,822.79,835.48,4482535600.0,835.48
2009-04-03,835.13,842.5,826.7,842.5,4949677500.0,842.5
2009-04-02,814.53,845.61,814.53,834.38,6510665800.0,834.38
2009-04-01,793.59,813.62,783.32,811.08,5257960200.0,811.08
2009-03-31,790.88,810.48,790.88,797.87,5283459800.0,797.87
2009-03-30,809.07,809.07,779.81,787.53,5090010000.0,787.53
2009-03-27,828.68,828.68,813.43,815.94,4690541200.0,815.94
2009-03-26,814.06,832.98,814.06,832.86,5954211300.0,832.86
2009-03-25,806.81,826.78,791.37,813.88,6661540800.0,813.88
2009-03-24,820.6,823.65,805.48,806.12,5658405700.0,806.12
2009-03-23,772.31,823.37,772.31,822.92,6700941800.0,822.92
2009-03-20,784.58,788.91,766.2,768.54,6890077700.0,768.54
2009-03-19,797.92,803.24,781.82,784.04,8011051800.0,784.04
2009-03-18,776.01,803.04,765.64,794.35,8281779400.0,794.35
2009-03-17,753.88,778.12,749.93,778.12,5426702000.0,778.12
2009-03-16,758.84,774.53,753.37,753.89,6980532300.0,753.89
2009-03-13,751.97,758.29,742.46,756.55,5900677100.0,756.55
2009-03-12,720.89,752.63,714.76,750.74,6190014200.0,750.74
2009-03-11,719.59,731.92,713.85,721.36,6276182600.0,721.36
2009-03-10,679.28,719.6,679.28,719.6,7416770900.0,719.6
2009-03-09,680.76,695.27,672.88,676.53,5371986700.0,676.53
2009-03-06,684.04,699.09,666.79,683.38,6317691000.0,683.38
2009-03-05,708.27,708.27,677.93,682.55,6492685100.0,682.55
2009-03-04,698.6,724.12,698.6,712.87,6550207400.0,712.87
2009-03-03,704.44,711.67,692.3,696.33,6309254500.0,696.33
2009-03-02,729.57,729.57,699.7,700.82,6619394200.0,700.82
2009-02-27,749.93,751.27,734.52,735.09,7859155400.0,735.09
2009-02-26,765.76,779.42,751.75,752.83,5736166000.0,752.83
2009-02-25,770.64,780.12,752.89,764.9,6609165200.0,764.9
2009-02-24,744.69,775.49,744.69,773.14,6187387500.0,773.14
2009-02-23,773.25,777.85,742.37,743.33,5518963800.0,743.33
2009-02-20,775.87,778.69,754.25,770.05,7086052900.0,770.05
2009-02-19,787.91,797.58,777.03,778.94,4947992900.0,778.94
2009-02-18,791.06,796.17,780.43,788.42,4741098400.0,788.42
2009-02-17,818.61,818.61,789.17,789.17,4904647000.0,789.17
2009-02-13,833.95,839.43,825.21,826.84,3800031600.0,826.84
2009-02-12,829.91,835.48,808.06,835.19,4907926000.0,835.19
2009-02-11,827.41,838.22,822.3,833.74,4236786700.0,833.74
2009-02-10,866.87,868.05,822.99,827.16,5910107800.0,827.16
2009-02-09,868.24,875.01,861.65,869.89,4283207800.0,869.89
2009-02-06,846.09,870.75,845.42,868.6,5494630600.0,868.6
2009-02-05,831.75,850.55,819.91,845.85,5814339600.0,845.85
2009-02-04,837.77,851.85,829.18,832.23,4948396700.0,832.23
2009-02-03,825.69,842.6,821.98,838.51,4602204800.0,838.51
2009-02-02,823.09,830.78,812.87,825.44,4369788700.0,825.44
2009-01-30,845.69,851.66,821.67,825.88,4583581400.0,825.88
2009-01-29,868.89,868.89,844.15,845.14,4295391100.0,845.14
2009-01-28,845.73,877.86,845.73,874.09,5248698300.0,874.09
2009-01-27,837.3,850.45,835.4,845.71,4032529100.0,845.71
2009-01-26,832.5,852.53,827.69,836.57,4535232900.0,836.57
2009-01-23,822.16,838.61,806.07,831.95,5039808500.0,831.95
2009-01-22,839.74,839.74,811.29,827.5,5101104300.0,827.5
2009-01-21,806.77,841.72,804.3,840.24,5440080900.0,840.24
2009-01-20,849.64,849.64,804.47,805.22,5354586100.0,805.22
2009-01-16,844.45,858.13,830.66,850.12,5321484600.0,850.12
2009-01-15,841.99,851.59,817.04,843.74,5966334100.0,843.74
2009-01-14,867.28,867.28,836.93,842.62,4493725700.0,842.62
2009-01-13,869.79,877.02,862.02,871.79,4251815600.0,871.79
2009-01-12,890.4,890.4,864.32,870.26,3730704200.0,870.26
2009-01-09,909.91,911.93,888.31,890.35,3468824200.0,890.35
2009-01-08,905.73,910.0,896.81,909.73,3705691200.0,909.73
2009-01-07,927.45,927.45,902.37,906.65,3905047600.0,906.65
2009-01-06,931.17,943.85,927.28,934.7,4300738800.0,934.7
2009-01-05,929.17,936.63,919.53,927.45,3794106400.0,927.45
2009-01-02,902.99,934.73,899.35,931.8,2868299700.0,931.8
2008-12-31,890.59,910.32,889.67,903.25,2982225300.0,903.25
2008-12-30,870.58,891.12,870.58,890.64,2538918500.0,890.64
2008-12-29,872.37,873.7,857.07,869.42,2334005300.0,869.42
2008-12-26,869.51,873.74,866.52,872.8,1308477100.0,872.8
2008-12-24,863.87,869.79,861.44,865.46,1048338100.0,865.46
2008-12-23,874.31,880.44,860.1,863.16,2825902600.0,863.16
2008-12-22,887.2,887.37,857.09,871.63,3367498000.0,871.63
2008-12-19,886.96,905.47,883.02,887.88,5144280100.0,887.88
2008-12-18,905.98,911.02,877.44,885.28,4463433400.0,885.28
2008-12-17,908.16,918.85,895.94,904.42,4123911500.0,904.42
2008-12-16,871.53,914.66,871.53,913.18,4933427100.0,913.18
2008-12-15,881.07,884.63,857.72,868.57,3475973100.0,868.57
2008-12-12,871.79,883.24,851.35,879.73,4223810300.0,879.73
2008-12-11,898.35,904.63,868.73,873.59,4251392100.0,873.59
2008-12-10,892.17,908.27,885.45,899.24,4120329300.0,899.24
2008-12-09,906.48,916.26,885.38,888.67,4649954600.0,888.67
2008-12-08,882.71,918.57,882.71,909.7,5353028100.0,909.7
2008-12-05,844.43,879.42,818.41,876.07,5107510800.0,876.07
2008-12-04,869.75,875.6,833.6,845.22,4863270900.0,845.22
2008-12-03,843.6,873.12,827.6,870.74,5214388700.0,870.74
2008-12-02,817.94,850.54,817.94,848.81,4998917800.0,848.81
2008-12-01,888.61,888.61,815.69,816.21,5003205500.0,816.21
2008-11-28,886.89,896.25,881.21,896.24,2213305200.0,896.24
2008-11-26,852.9,887.68,841.37,887.68,4607772200.0,887.68
2008-11-25,853.4,868.94,834.99,857.39,5711027500.0,857.39
2008-11-24,801.2,865.6,801.2,851.81,6583933700.0,851.81
2008-11-21,755.84,801.2,741.02,800.03,8005748400.0,800.03
2008-11-20,805.87,820.52,747.78,752.44,7693834800.0,752.44
2008-11-19,859.03,864.57,806.18,806.58,5564433800.0,806.58
2008-11-18,852.34,865.9,826.84,859.12,5224961600.0,859.12
2008-11-17,873.23,882.29,848.98,850.75,4090816700.0,850.75
2008-11-14,904.36,916.88,869.88,873.29,4838278400.0,873.29
2008-11-13,853.13,913.01,818.69,911.29,6628139100.0,911.29
2008-11-12,893.39,893.39,850.48,852.3,4690714900.0,852.3
2008-11-11,917.15,917.15,884.9,898.95,4131739300.0,898.95
2008-11-10,936.75,951.95,907.47,919.21,3683028400.0,919.21
2008-11-07,907.44,931.46,906.9,930.99,4129607100.0,930.99
2008-11-06,952.4,952.4,899.73,904.88,5200417600.0,904.88
2008-11-05,1001.84,1001.84,949.86,952.77,4493451700.0,952.77
2008-11-04,971.31,1007.51,971.31,1005.75,4488508600.0,1005.75
2008-11-03,968.67,975.57,958.82,966.3,3573823300.0,966.3
2008-10-31,953.11,984.38,944.59,968.75,5213540100.0,968.75
2008-10-30,939.38,963.23,928.5,954.09,5059776200.0,954.09
2008-10-29,939.51,969.97,922.26,930.09,5752151700.0,930.09
2008-10-28,848.92,940.51,845.27,940.51,5871535500.0,940.51
2008-10-27,874.28,893.78,846.75,848.92,4644005100.0,848.92
2008-10-24,895.22,896.3,852.85,876.77,5550127100.0,876.77
2008-10-23,899.08,922.83,858.44,908.11,5967495600.0,908.11
2008-10-22,951.67,951.67,875.81,896.78,5270298900.0,896.78
2008-10-21,980.4,985.44,952.47,955.05,4379700900.0,955.05
2008-10-20,943.51,985.4,943.51,985.4,4377613100.0,985.4
2008-10-17,942.29,984.64,918.74,940.55,5544230000.0,940.55
2008-10-16,909.53,947.71,865.83,946.43,6700736300.0,946.43
2008-10-15,994.6,994.6,903.99,907.84,5496847100.0,907.84
2008-10-14,1009.97,1044.31,972.07,998.01,6808611700.0,998.01
2008-10-13,912.75,1006.93,912.75,1003.35,6023890300.0,1003.35
2008-10-10,902.31,936.36,839.8,899.22,9695395100.0,899.22
2008-10-09,988.42,1005.25,909.19,909.92,6975819900.0,909.92
2008-10-08,988.91,1021.06,970.97,984.94,7086781000.0,984.94
2008-10-07,1057.6,1072.91,996.23,996.23,5845846100.0,996.23
2008-10-06,1097.56,1097.56,1007.97,1056.89,6474661500.0,1056.89
2008-10-03,1115.16,1153.82,1098.14,1099.23,5754710900.0,1099.23
2008-10-02,1160.64,1160.64,1111.43,1114.28,5181754100.0,1114.28
2008-10-01,1164.17,1167.03,1140.77,1161.06,4991111600.0,1161.06
2008-09-30,1113.78,1168.03,1113.78,1166.36,5209615000.0,1166.36
2008-09-29,1209.07,1209.07,1106.42,1106.42,6070764900.0,1106.42
2008-09-26,1204.47,1215.77,1187.54,1213.27,4624259300.0,1213.27
2008-09-25,1187.87,1220.03,1187.87,1209.18,5219817600.0,1209.18
2008-09-24,1188.79,1197.41,1179.79,1185.87,4118240300.0,1185.87
2008-09-23,1207.61,1221.15,1187.06,1188.22,4313566300.0,1188.22
2008-09-22,1255.37,1255.37,1205.61,1207.09,4370310800.0,1207.09
2008-09-19,1213.11,1265.12,1213.11,1255.08,7098670200.0,1255.08
2008-09-18,1157.08,1211.14,1133.5,1206.51,8796969500.0,1206.51
2008-09-17,1210.34,1210.34,1155.88,1156.39,7835563900.0,1156.39
2008-09-16,1188.31,1214.84,1169.28,1213.6,8057009900.0,1213.6
2008-09-15,1250.92,1250.92,1192.7,1192.7,7055554900.0,1192.7
2008-09-12,1245.88,1255.09,1233.81,1251.7,5192825300.0,1251.7
2008-09-11,1229.04,1249.98,1211.54,1249.05,5717554000.0,1249.05
2008-09-10,1227.5,1243.9,1221.6,1232.04,5266574600.0,1232.04
2008-09-09,1267.98,1268.66,1224.51,1224.51,5940149300.0,1224.51
2008-09-08,1249.5,1274.42,1247.12,1267.79,6201569200.0,1267.79
2008-09-05,1233.21,1244.94,1217.23,1242.31,4074428100.0,1242.31
2008-09-04,1271.8,1271.8,1232.83,1236.83,4283878500.0,1236.83
2008-09-03,1276.61,1280.6,1265.59,1274.98,3979038200.0,1274.98
2008-09-02,1287.83,1303.04,1272.2,1277.58,3851220100.0,1277.58
2008-08-29,1296.49,1297.59,1282.74,1282.83,2859087200.0,1282.83
2008-08-28,1283.79,1300.68,1283.79,1300.68,3086382000.0,1300.68
2008-08-27,1271.29,1285.05,1270.03,1281.66,2691944000.0,1281.66
2008-08-26,1267.03,1275.65,1263.21,1271.51,2776949400.0,1271.51
2008-08-25,1290.47,1290.47,1264.87,1266.84,2790030000.0,1266.84
2008-08-22,1277.59,1293.09,1277.59,1292.2,2992914500.0,1292.2
2008-08-21,1271.07,1281.4,1265.22,1277.72,3145589300.0,1277.72
2008-08-20,1267.34,1276.01,1261.16,1274.54,3599261000.0,1274.54
2008-08-19,1276.65,1276.65,1263.11,1266.69,3278792100.0,1266.69
2008-08-18,1298.14,1300.22,1274.51,1278.6,3056777400.0,1278.6
2008-08-15,1293.85,1302.05,1290.74,1298.2,3183170200.0,1298.2
2008-08-14,1282.11,1300.11,1276.84,1292.93,3169369600.0,1292.93
2008-08-13,1288.64,1294.03,1274.86,1285.83,3678548300.0,1285.83
2008-08-12,1304.79,1304.79,1285.64,1289.59,3566647500.0,1289.59
2008-08-11,1294.42,1313.15,1291.41,1305.32,3885672200.0,1305.32
2008-08-08,1266.29,1297.85,1262.11,1296.32,3977489400.0,1296.32
2008-08-07,1286.51,1286.51,1264.29,1266.07,4452758500.0,1266.07
2008-08-06,1283.99,1291.67,1276.0,1289.19,4069899100.0,1289.19
2008-08-05,1254.87,1284.88,1254.67,1284.88,4289026000.0,1284.88
2008-08-04,1253.27,1260.49,1247.45,1249.01,3460897300.0,1249.01
2008-08-01,1269.42,1270.52,1254.54,1260.31,3737466300.0,1260.31
2008-07-31,1281.37,1284.93,1265.97,1267.38,4377089900.0,1267.38
2008-07-30,1264.52,1284.33,1264.52,1284.26,4400320300.0,1284.26
2008-07-29,1236.38,1263.2,1236.38,1263.2,4375477800.0,1263.2
2008-07-28,1257.76,1260.09,1234.37,1234.37,3615825200.0,1234.37
2008-07-25,1253.51,1263.23,1251.75,1257.76,3827519400.0,1257.76
2008-07-24,1283.22,1283.22,1251.48,1252.54,5021457000.0,1252.54
2008-07-23,1278.87,1291.17,1276.06,1282.19,5511443600.0,1282.19
2008-07-22,1257.08,1277.42,1248.83,1277.0,5213062100.0,1277.0
2008-07-21,1261.82,1267.74,1255.7,1260.0,3912713400.0,1260.0
2008-07-18,1258.22,1262.23,1251.81,1260.68,4850896400.0,1260.68
2008-07-17,1246.31,1262.31,1241.49,1260.32,6085597300.0,1260.32
2008-07-16,1214.65,1245.52,1211.39,1245.36,5534893800.0,1245.36
2008-07-15,1226.83,1234.35,1200.44,1214.91,6323831500.0,1214.91
2008-07-14,1241.61,1253.5,1225.01,1228.3,4543494800.0,1228.3
2008-07-11,1248.66,1257.27,1225.35,1239.49,5597544400.0,1239.49
2008-07-10,1245.25,1257.65,1236.76,1253.39,4854139500.0,1253.39
2008-07-09,1273.38,1277.36,1244.57,1244.69,4383177300.0,1244.69
2008-07-08,1251.84,1274.17,1242.84,1273.7,4860435700.0,1273.7
2008-07-07,1262.9,1273.95,1240.68,1252.31,4369858400.0,1252.31
2008-07-03,1262.96,1271.48,1252.01,1262.9,2515360800.0,1262.9
2008-07-02,1285.82,1292.17,1261.51,1261.52,4168925000.0,1261.52
2008-07-01,1276.69,1285.31,1260.68,1284.91,4833260400.0,1284.91
2008-06-30,1278.06,1290.31,1274.86,1280.0,4051360000.0,1280.0
2008-06-27,1283.6,1289.45,1272.0,1278.38,4562715400.0,1278.38
2008-06-26,1316.29,1316.29,1283.15,1283.15,4269199500.0,1283.15
2008-06-25,1314.54,1335.63,1314.54,1321.97,3884489500.0,1321.97
2008-06-24,1317.23,1326.02,1304.42,1314.29,3835007800.0,1314.29
2008-06-23,1319.77,1323.78,1315.31,1318.0,3397127500.0,1318.0
2008-06-20,1341.02,1341.02,1314.46,1317.93,4484523200.0,1317.93
2008-06-19,1336.89,1347.66,1330.5,1342.83,3899843400.0,1342.83
2008-06-18,1349.59,1349.59,1333.4,1337.81,3839114000.0,1337.81
2008-06-17,1360.71,1366.59,1350.54,1350.93,3039834700.0,1350.93
2008-06-16,1358.85,1364.7,1352.07,1360.14,3074462300.0,1360.14
2008-06-13,1341.81,1360.03,1341.71,1360.03,3618031100.0,1360.03
2008-06-12,1335.78,1353.03,1331.29,1339.87,4064100500.0,1339.87
2008-06-11,1357.09,1357.09,1335.47,1335.49,3867312400.0,1335.49
2008-06-10,1358.98,1366.84,1351.56,1358.44,3636614100.0,1358.44
2008-06-09,1360.83,1370.63,1350.62,1361.76,3685720600.0,1361.76
2008-06-06,1400.06,1400.06,1359.9,1360.68,4030107200.0,1360.68
2008-06-05,1377.48,1404.05,1377.48,1404.05,3436026500.0,1404.05
2008-06-04,1376.26,1388.18,1371.74,1377.2,3529209000.0,1377.2
2008-06-03,1386.42,1393.12,1370.12,1377.65,3606553900.0,1377.65
2008-06-02,1399.62,1399.62,1377.79,1385.67,2976618900.0,1385.67
2008-05-30,1398.36,1404.46,1398.08,1400.38,2987596800.0,1400.38
2008-05-29,1390.5,1406.32,1388.59,1398.26,2954424900.0,1398.26
2008-05-28,1386.54,1391.25,1378.16,1390.84,3065234100.0,1390.84
2008-05-27,1375.97,1387.4,1373.07,1385.35,2819251500.0,1385.35
2008-05-23,1392.2,1392.2,1373.72,1375.93,2858386400.0,1375.93
2008-05-22,1390.83,1399.07,1390.23,1394.35,3055960600.0,1394.35
2008-05-21,1414.06,1419.12,1388.81,1390.71,3582283600.0,1390.71
2008-05-20,1424.49,1424.49,1409.09,1413.4,3193835500.0,1413.4
2008-05-19,1425.28,1440.24,1421.63,1426.63,3012698500.0,1426.63
2008-05-16,1423.89,1425.82,1414.35,1425.35,3189400900.0,1425.35
2008-05-15,1408.36,1424.4,1406.87,1423.57,3168663100.0,1423.57
2008-05-14,1405.65,1420.19,1405.65,1408.66,3269879100.0,1408.66
2008-05-13,1404.4,1406.3,1396.26,1403.04,3306528176.0,1403.04
2008-05-12,1389.4,1404.06,1386.2,1403.58,2627923285.0,1403.58
2008-05-09,1394.9,1394.9,1384.11,1388.28,2595748686.0,1388.28
2008-05-08,1394.29,1402.35,1389.39,1397.68,2865517385.0,1397.68
2008-05-07,1417.49,1419.54,1391.16,1392.57,3224787499.0,1392.57
2008-05-06,1405.6,1421.57,1397.1,1418.26,3175056129.0,1418.26
2008-05-05,1415.34,1415.34,1404.37,1407.49,2943591634.0,1407.49
2008-05-02,1409.16,1422.72,1406.25,1413.9,3202914000.0,1413.9
2008-05-01,1385.97,1410.07,1383.07,1409.34,3510225105.0,1409.34
2008-04-30,1391.22,1404.57,1384.25,1385.59,3512458087.0,1385.59
2008-04-29,1395.61,1397.0,1386.7,1390.94,2880080443.0,1390.94
2008-04-28,1397.96,1402.9,1394.4,1396.37,2822952671.0,1396.37
2008-04-25,1387.88,1399.11,1379.98,1397.84,3143361500.0,1397.84
2008-04-24,1380.52,1397.72,1371.09,1388.82,3683563500.0,1388.82
2008-04-23,1378.4,1387.87,1372.24,1379.93,3419256500.0,1379.93
